#,Name,Type 1,Type 2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary,Evolution_Level,Sprite
265.0,Wurmple,Bug,,195.0,45.0,45.0,35.0,20.0,30.0,20.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/265.0.png
266.0,Silcoon,Bug,,205.0,50.0,35.0,55.0,25.0,25.0,15.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/266.0.png
267.0,Beautifly,Bug,Flying,395.0,60.0,70.0,50.0,100.0,50.0,65.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/267.0.png
268.0,Cascoon,Bug,,205.0,50.0,35.0,55.0,25.0,25.0,15.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/268.0.png
269.0,Dustox,Bug,Poison,385.0,60.0,50.0,70.0,50.0,90.0,65.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/269.0.png
270.0,Lotad,Water,Grass,220.0,40.0,30.0,30.0,40.0,50.0,30.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/270.0.png
271.0,Lombre,Water,Grass,340.0,60.0,50.0,50.0,60.0,70.0,50.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/271.0.png
272.0,Ludicolo,Water,Grass,480.0,80.0,70.0,70.0,90.0,100.0,70.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/272.0.png
273.0,Seedot,Grass,,220.0,40.0,40.0,50.0,30.0,30.0,30.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/273.0.png
274.0,Nuzleaf,Grass,Dark,340.0,70.0,70.0,40.0,60.0,40.0,60.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/274.0.png
275.0,Shiftry,Grass,Dark,480.0,90.0,100.0,60.0,90.0,60.0,80.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/275.0.png
276.0,Taillow,Normal,Flying,270.0,40.0,55.0,30.0,30.0,30.0,85.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/276.0.png
277.0,Swellow,Normal,Flying,430.0,60.0,85.0,60.0,50.0,50.0,125.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/277.0.png
278.0,Wingull,Water,Flying,270.0,40.0,30.0,30.0,55.0,30.0,85.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/278.0.png
279.0,Pelipper,Water,Flying,430.0,60.0,50.0,100.0,85.0,70.0,65.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/279.0.png
280.0,Ralts,Psychic,Fairy,198.0,28.0,25.0,25.0,45.0,35.0,40.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/280.0.png
281.0,Kirlia,Psychic,Fairy,278.0,38.0,35.0,35.0,65.0,55.0,50.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/281.0.png
282.0,Gardevoir,Psychic,Fairy,518.0,68.0,65.0,65.0,125.0,115.0,80.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/282.0.png
282.0,GardevoirMega Gardevoir,Psychic,Fairy,618.0,68.0,85.0,65.0,165.0,135.0,100.0,3.0,False,4.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/282.0.png
283.0,Surskit,Bug,Water,269.0,40.0,30.0,32.0,50.0,52.0,65.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/283.0.png
284.0,Masquerain,Bug,Flying,414.0,70.0,60.0,62.0,80.0,82.0,60.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/284.0.png
285.0,Shroomish,Grass,,295.0,60.0,40.0,60.0,40.0,60.0,35.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/285.0.png
286.0,Breloom,Grass,Fighting,460.0,60.0,130.0,80.0,60.0,60.0,70.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/286.0.png
287.0,Slakoth,Normal,,280.0,60.0,60.0,60.0,35.0,35.0,30.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/287.0.png
288.0,Vigoroth,Normal,,440.0,80.0,80.0,80.0,55.0,55.0,90.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/288.0.png
289.0,Slaking,Normal,,670.0,150.0,160.0,100.0,95.0,65.0,100.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/289.0.png
290.0,Nincada,Bug,Ground,266.0,31.0,45.0,90.0,30.0,30.0,40.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/290.0.png
291.0,Ninjask,Bug,Flying,456.0,61.0,90.0,45.0,50.0,50.0,160.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/291.0.png
292.0,Shedinja,Bug,Ghost,236.0,1.0,90.0,45.0,30.0,30.0,40.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/292.0.png
293.0,Whismur,Normal,,240.0,64.0,51.0,23.0,51.0,23.0,28.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/293.0.png
294.0,Loudred,Normal,,360.0,84.0,71.0,43.0,71.0,43.0,48.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/294.0.png
295.0,Exploud,Normal,,490.0,104.0,91.0,63.0,91.0,73.0,68.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/295.0.png
296.0,Makuhita,Fighting,,237.0,72.0,60.0,30.0,20.0,30.0,25.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/296.0.png
297.0,Hariyama,Fighting,,474.0,144.0,120.0,60.0,40.0,60.0,50.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/297.0.png
298.0,Azurill,Normal,Fairy,190.0,50.0,20.0,40.0,20.0,40.0,20.0,3.0,False,1.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/298.0.png
299.0,Nosepass,Rock,,375.0,30.0,45.0,135.0,45.0,90.0,30.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/299.0.png
300.0,Skitty,Normal,,260.0,50.0,45.0,45.0,35.0,35.0,50.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/300.0.png
301.0,Delcatty,Normal,,380.0,70.0,65.0,65.0,55.0,55.0,70.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/301.0.png
302.0,Sableye,Dark,Ghost,380.0,50.0,75.0,75.0,65.0,65.0,50.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/302.0.png
302.0,SableyeMega Sableye,Dark,Ghost,480.0,50.0,85.0,125.0,85.0,115.0,20.0,3.0,False,4.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/302.0.png
303.0,Mawile,Steel,Fairy,380.0,50.0,85.0,85.0,55.0,55.0,50.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/303.0.png
303.0,MawileMega Mawile,Steel,Fairy,480.0,50.0,105.0,125.0,55.0,95.0,50.0,3.0,False,4.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/303.0.png
304.0,Aron,Steel,Rock,330.0,50.0,70.0,100.0,40.0,40.0,30.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/304.0.png
305.0,Lairon,Steel,Rock,430.0,60.0,90.0,140.0,50.0,50.0,40.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/305.0.png
306.0,Aggron,Steel,Rock,530.0,70.0,110.0,180.0,60.0,60.0,50.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/306.0.png
306.0,AggronMega Aggron,Steel,,630.0,70.0,140.0,230.0,60.0,80.0,50.0,3.0,False,4.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/306.0.png
307.0,Meditite,Fighting,Psychic,280.0,30.0,40.0,55.0,40.0,55.0,60.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/307.0.png
308.0,Medicham,Fighting,Psychic,410.0,60.0,60.0,75.0,60.0,75.0,80.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/308.0.png
308.0,MedichamMega Medicham,Fighting,Psychic,510.0,60.0,100.0,85.0,80.0,85.0,100.0,3.0,False,4.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/308.0.png
309.0,Electrike,Electric,,295.0,40.0,45.0,40.0,65.0,40.0,65.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/309.0.png
310.0,Manectric,Electric,,475.0,70.0,75.0,60.0,105.0,60.0,105.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/310.0.png
310.0,ManectricMega Manectric,Electric,,575.0,70.0,75.0,80.0,135.0,80.0,135.0,3.0,False,4.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/310.0.png
311.0,Plusle,Electric,,405.0,60.0,50.0,40.0,85.0,75.0,95.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/311.0.png
312.0,Minun,Electric,,405.0,60.0,40.0,50.0,75.0,85.0,95.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/312.0.png
313.0,Volbeat,Bug,,400.0,65.0,73.0,55.0,47.0,75.0,85.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/313.0.png
314.0,Illumise,Bug,,400.0,65.0,47.0,55.0,73.0,75.0,85.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/314.0.png
315.0,Roselia,Grass,Poison,400.0,50.0,60.0,45.0,100.0,80.0,65.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/315.0.png
316.0,Gulpin,Poison,,302.0,70.0,43.0,53.0,43.0,53.0,40.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/316.0.png
317.0,Swalot,Poison,,467.0,100.0,73.0,83.0,73.0,83.0,55.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/317.0.png
318.0,Carvanha,Water,Dark,305.0,45.0,90.0,20.0,65.0,20.0,65.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/318.0.png
319.0,Sharpedo,Water,Dark,460.0,70.0,120.0,40.0,95.0,40.0,95.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/319.0.png
319.0,SharpedoMega Sharpedo,Water,Dark,560.0,70.0,140.0,70.0,110.0,65.0,105.0,3.0,False,4.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/319.0.png
320.0,Wailmer,Water,,400.0,130.0,70.0,35.0,70.0,35.0,60.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/320.0.png
321.0,Wailord,Water,,500.0,170.0,90.0,45.0,90.0,45.0,60.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/321.0.png
322.0,Numel,Fire,Ground,305.0,60.0,60.0,40.0,65.0,45.0,35.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/322.0.png
323.0,Camerupt,Fire,Ground,460.0,70.0,100.0,70.0,105.0,75.0,40.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/323.0.png
323.0,CameruptMega Camerupt,Fire,Ground,560.0,70.0,120.0,100.0,145.0,105.0,20.0,3.0,False,4.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/323.0.png
324.0,Torkoal,Fire,,470.0,70.0,85.0,140.0,85.0,70.0,20.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/324.0.png
325.0,Spoink,Psychic,,330.0,60.0,25.0,35.0,70.0,80.0,60.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/325.0.png
326.0,Grumpig,Psychic,,470.0,80.0,45.0,65.0,90.0,110.0,80.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/326.0.png
327.0,Spinda,Normal,,360.0,60.0,60.0,60.0,60.0,60.0,60.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/327.0.png
328.0,Trapinch,Ground,,290.0,45.0,100.0,45.0,45.0,45.0,10.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/328.0.png
329.0,Vibrava,Ground,Dragon,340.0,50.0,70.0,50.0,50.0,50.0,70.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/329.0.png
330.0,Flygon,Ground,Dragon,520.0,80.0,100.0,80.0,80.0,80.0,100.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/330.0.png
331.0,Cacnea,Grass,,335.0,50.0,85.0,40.0,85.0,40.0,35.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/331.0.png
332.0,Cacturne,Grass,Dark,475.0,70.0,115.0,60.0,115.0,60.0,55.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/332.0.png
333.0,Swablu,Normal,Flying,310.0,45.0,40.0,60.0,40.0,75.0,50.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/333.0.png
334.0,Altaria,Dragon,Flying,490.0,75.0,70.0,90.0,70.0,105.0,80.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/334.0.png
334.0,AltariaMega Altaria,Dragon,Fairy,590.0,75.0,110.0,110.0,110.0,105.0,80.0,3.0,False,4.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/334.0.png
335.0,Zangoose,Normal,,458.0,73.0,115.0,60.0,60.0,60.0,90.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/335.0.png
336.0,Seviper,Poison,,458.0,73.0,100.0,60.0,100.0,60.0,65.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/336.0.png
337.0,Lunatone,Rock,Psychic,440.0,70.0,55.0,65.0,95.0,85.0,70.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/337.0.png
338.0,Solrock,Rock,Psychic,440.0,70.0,95.0,85.0,55.0,65.0,70.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/338.0.png
339.0,Barboach,Water,Ground,288.0,50.0,48.0,43.0,46.0,41.0,60.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/339.0.png
340.0,Whiscash,Water,Ground,468.0,110.0,78.0,73.0,76.0,71.0,60.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/340.0.png
341.0,Corphish,Water,,308.0,43.0,80.0,65.0,50.0,35.0,35.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/341.0.png
342.0,Crawdaunt,Water,Dark,468.0,63.0,120.0,85.0,90.0,55.0,55.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/342.0.png
343.0,Baltoy,Ground,Psychic,300.0,40.0,40.0,55.0,40.0,70.0,55.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/343.0.png
344.0,Claydol,Ground,Psychic,500.0,60.0,70.0,105.0,70.0,120.0,75.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/344.0.png
345.0,Lileep,Rock,Grass,355.0,66.0,41.0,77.0,61.0,87.0,23.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/345.0.png
346.0,Cradily,Rock,Grass,495.0,86.0,81.0,97.0,81.0,107.0,43.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/346.0.png
347.0,Anorith,Rock,Bug,355.0,45.0,95.0,50.0,40.0,50.0,75.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/347.0.png
348.0,Armaldo,Rock,Bug,495.0,75.0,125.0,100.0,70.0,80.0,45.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/348.0.png
349.0,Feebas,Water,,200.0,20.0,15.0,20.0,10.0,55.0,80.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/349.0.png
350.0,Milotic,Water,,540.0,95.0,60.0,79.0,100.0,125.0,81.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/350.0.png
351.0,Castform,Normal,,420.0,70.0,70.0,70.0,70.0,70.0,70.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/351.0.png
352.0,Kecleon,Normal,,440.0,60.0,90.0,70.0,60.0,120.0,40.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/352.0.png
353.0,Shuppet,Ghost,,295.0,44.0,75.0,35.0,63.0,33.0,45.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/353.0.png
354.0,Banette,Ghost,,455.0,64.0,115.0,65.0,83.0,63.0,65.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/354.0.png
354.0,BanetteMega Banette,Ghost,,555.0,64.0,165.0,75.0,93.0,83.0,75.0,3.0,False,4.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/354.0.png
355.0,Duskull,Ghost,,295.0,20.0,40.0,90.0,30.0,90.0,25.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/355.0.png
356.0,Dusclops,Ghost,,455.0,40.0,70.0,130.0,60.0,130.0,25.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/356.0.png
357.0,Tropius,Grass,Flying,460.0,99.0,68.0,83.0,72.0,87.0,51.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/357.0.png
358.0,Chimecho,Psychic,,425.0,65.0,50.0,70.0,95.0,80.0,65.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/358.0.png
359.0,Absol,Dark,,465.0,65.0,130.0,60.0,75.0,60.0,75.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/359.0.png
359.0,AbsolMega Absol,Dark,,565.0,65.0,150.0,60.0,115.0,60.0,115.0,3.0,False,4.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/359.0.png
360.0,Wynaut,Psychic,,260.0,95.0,23.0,48.0,23.0,48.0,23.0,3.0,False,1.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/360.0.png
361.0,Snorunt,Ice,,300.0,50.0,50.0,50.0,50.0,50.0,50.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/361.0.png
362.0,Glalie,Ice,,480.0,80.0,80.0,80.0,80.0,80.0,80.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/362.0.png
362.0,GlalieMega Glalie,Ice,,580.0,80.0,120.0,80.0,120.0,80.0,100.0,3.0,False,4.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/362.0.png
363.0,Spheal,Ice,Water,290.0,70.0,40.0,50.0,55.0,50.0,25.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/363.0.png
364.0,Sealeo,Ice,Water,410.0,90.0,60.0,70.0,75.0,70.0,45.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/364.0.png
365.0,Walrein,Ice,Water,530.0,110.0,80.0,90.0,95.0,90.0,65.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/365.0.png
366.0,Clamperl,Water,,345.0,35.0,64.0,85.0,74.0,55.0,32.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/366.0.png
367.0,Huntail,Water,,485.0,55.0,104.0,105.0,94.0,75.0,52.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/367.0.png
368.0,Gorebyss,Water,,485.0,55.0,84.0,105.0,114.0,75.0,52.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/368.0.png
369.0,Relicanth,Water,Rock,485.0,100.0,90.0,130.0,45.0,65.0,55.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/369.0.png
370.0,Luvdisc,Water,,330.0,43.0,30.0,55.0,40.0,65.0,97.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/370.0.png
371.0,Bagon,Dragon,,300.0,45.0,75.0,60.0,40.0,30.0,50.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/371.0.png
372.0,Shelgon,Dragon,,420.0,65.0,95.0,100.0,60.0,50.0,50.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/372.0.png
373.0,Salamence,Dragon,Flying,600.0,95.0,135.0,80.0,110.0,80.0,100.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/373.0.png
373.0,SalamenceMega Salamence,Dragon,Flying,700.0,95.0,145.0,130.0,120.0,90.0,120.0,3.0,False,4.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/373.0.png
374.0,Beldum,Steel,Psychic,300.0,40.0,55.0,80.0,35.0,60.0,30.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/374.0.png
375.0,Metang,Steel,Psychic,420.0,60.0,75.0,100.0,55.0,80.0,50.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/375.0.png
376.0,Metagross,Steel,Psychic,600.0,80.0,135.0,130.0,95.0,90.0,70.0,3.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/376.0.png
376.0,MetagrossMega Metagross,Steel,Psychic,700.0,80.0,145.0,150.0,105.0,110.0,110.0,3.0,False,4.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/376.0.png
377.0,Regirock,Rock,,580.0,80.0,100.0,200.0,50.0,100.0,50.0,3.0,True,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/377.0.png
378.0,Regice,Ice,,580.0,80.0,50.0,100.0,100.0,200.0,50.0,3.0,True,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/378.0.png
379.0,Registeel,Steel,,580.0,80.0,75.0,150.0,75.0,150.0,50.0,3.0,True,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/379.0.png
380.0,Latias,Dragon,Psychic,600.0,80.0,80.0,90.0,110.0,130.0,110.0,3.0,True,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/380.0.png
380.0,LatiasMega Latias,Dragon,Psychic,700.0,80.0,100.0,120.0,140.0,150.0,110.0,3.0,True,4.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/380.0.png
381.0,Latios,Dragon,Psychic,600.0,80.0,90.0,80.0,130.0,110.0,110.0,3.0,True,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/381.0.png
381.0,LatiosMega Latios,Dragon,Psychic,700.0,80.0,130.0,100.0,160.0,120.0,110.0,3.0,True,4.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/381.0.png
382.0,Kyogre,Water,,670.0,100.0,100.0,90.0,150.0,140.0,90.0,3.0,True,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/382.0.png
382.0,KyogrePrimal Kyogre,Water,,770.0,100.0,150.0,90.0,180.0,160.0,90.0,3.0,True,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/382.0.png
383.0,Groudon,Ground,,670.0,100.0,150.0,140.0,100.0,90.0,90.0,3.0,True,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/383.0.png
383.0,GroudonPrimal Groudon,Ground,Fire,770.0,100.0,180.0,160.0,150.0,90.0,90.0,3.0,True,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/383.0.png
384.0,Rayquaza,Dragon,Flying,680.0,105.0,150.0,90.0,150.0,90.0,95.0,3.0,True,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/384.0.png
384.0,RayquazaMega Rayquaza,Dragon,Flying,780.0,105.0,180.0,100.0,180.0,100.0,115.0,3.0,True,4.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/384.0.png
385.0,Jirachi,Steel,Psychic,600.0,100.0,100.0,100.0,100.0,100.0,100.0,3.0,True,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/385.0.png
386.0,DeoxysNormal Forme,Psychic,,600.0,50.0,150.0,50.0,150.0,50.0,150.0,3.0,True,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/386.0.png
386.0,DeoxysAttack Forme,Psychic,,600.0,50.0,180.0,20.0,180.0,20.0,150.0,3.0,True,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/386.0.png
386.0,DeoxysDefense Forme,Psychic,,600.0,50.0,70.0,160.0,70.0,160.0,90.0,3.0,True,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/386.0.png
